agency_id,agency_name,grade,score,checked,expiry_status,days_until_expiry,needs_attention,attention_reason,top_fix
san-leandro-links-810,San Leandro Links,F,44.5,2026-07-04,stale,-1646,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
southeast-area-transit-district,Southeast Area Transit District,F,44.5,2026-07-04,stale,-1133,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
southeast-area-transit-district-552,Southeast Area Transit District,F,44.5,2026-07-04,stale,-1133,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
valley-retriever-busline,Valley Retriever Busline,F,44.5,2026-07-04,stale,-3337,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
bay-area-transportation-authority,Bay Area Transportation Authority,F,44.6,2026-07-04,stale,-1638,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
bay-area-transportation-authority-223,Bay Area Transportation Authority,F,44.6,2026-07-04,stale,-1638,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
arcadia-transit,Arcadia Transit,F,44.7,2026-07-04,stale,-1646,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
arcadia-transit-215,Arcadia Transit,F,44.7,2026-07-04,stale,-1646,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
city-of-bell-la-campana,City of Bell (La Campana),F,44.7,2026-07-04,stale,-1645,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
city-of-bell-la-campana-562,City of Bell (La Campana),F,44.7,2026-07-04,stale,-1645,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
key-west-transit,Key West Transit,F,44.7,2026-07-04,stale,-537,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
key-west-transit-322,Key West Transit,F,44.7,2026-07-04,stale,-537,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
village-of-cooperstown-trolly-system,Village of Cooperstown Trolly System,F,44.7,2026-07-04,stale,-1760,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
huntington-park-express,Huntington Park Express,F,44.9,2026-07-04,stale,-550,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
middletown-area-transit,Middletown Area Transit,F,44.9,2026-07-04,stale,-1100,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
middletown-area-transit-576,Middletown Area Transit,F,44.9,2026-07-04,stale,-1100,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
beaver-county-transit-authority,Beaver County Transit Authority,F,45.0,2026-07-04,stale,-1646,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
groome-transportation-greenride,Groome Transportation (Greenride),F,45.0,2026-07-04,stale,-1341,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
cherokee-area-transportation-system-cats,Cherokee Area Transportation System (CATS),F,45.1,2026-07-04,stale,-4568,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
university-of-california-berkeley-shuttle-bear-transit,University of California Berkeley Shuttle (Bear Transit),F,45.1,2026-07-04,stale,-1646,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
university-of-california-berkeley-shuttle-bear-transit-226,University of California Berkeley Shuttle (Bear Transit),F,45.1,2026-07-04,stale,-1646,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
butte-regional-transit-b-line,Butte Regional Transit (B-Line),F,45.2,2026-07-04,lapsed,-189,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
nisqually-transit,Nisqually Transit,F,45.2,2026-07-04,stale,-550,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
city-of-corvallis,City of Corvallis,F,45.3,2026-07-04,stale,-1829,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
city-of-corvallis-136,City of Corvallis,F,45.3,2026-07-04,stale,-1829,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
pasco-county-public-transportation,Pasco County Public Transportation,F,45.3,2026-07-04,stale,-1099,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
pasco-county-public-transportation-340,Pasco County Public Transportation,F,45.3,2026-07-04,stale,-1099,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
ryde-racine,Ryde Racine,F,45.3,2026-07-04,stale,-1464,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
ryde-racine-395,Ryde Racine,F,45.3,2026-07-04,stale,-1464,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
berks-area-regional-transportation-authority-barta,Berks Area Regional Transportation Authority (BARTA),F,45.4,2026-07-04,stale,-1281,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
jtran,JTRAN,F,45.4,2026-07-04,stale,-1646,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
jtran-155,JTRAN,F,45.4,2026-07-04,stale,-1646,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
garden-of-the-gods,Garden of the Gods,F,45.5,2026-07-04,stale,-1129,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
garden-of-the-gods-879,Garden of the Gods,F,45.5,2026-07-04,stale,-1129,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
eco-transit,ECO Transit,F,45.6,2026-07-04,stale,-1176,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
eco-transit-2061,ECO Transit,F,45.6,2026-07-04,stale,-1176,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
mass-transportation-authority-flint,Mass Transportation Authority Flint,F,45.6,2026-07-04,stale,-2377,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
erie-metropolitan-transit-authority,Erie Metropolitan Transit Authority,F,45.7,2026-07-04,stale,-976,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
erie-metropolitan-transit-authority-412,Erie Metropolitan Transit Authority,F,45.7,2026-07-04,stale,-976,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
regional-transportation-district-rtd,Bustang,F,45.7,2026-07-04,stale,-1645,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
regional-transportation-district-rtd-169,Bustang,F,45.7,2026-07-04,stale,-1645,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
watertown-citibus,Watertown Citibus,F,45.7,2026-07-04,lapsed,-185,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
big-blue-bus,Big Blue Bus,F,45.8,2026-07-04,current,35,yes,Service data expires in 35 day(s),Ask your AVL vendor why the feed stopped advancing; the GTFS-Realtime header timestamp should move forward on every publish.
city-of-lompoc-transit-colt,City of Lompoc Transit (COLT),F,45.8,2026-07-04,stale,-824,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
ventura-county-transportation-commission,Ventura County Transportation Commission,F,45.8,2026-07-04,lapsed,-323,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
ventura-county-transportation-commission-31,Ventura County Transportation Commission,F,45.8,2026-07-04,lapsed,-323,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
dc-streetcar,DC Streetcar,F,45.9,2026-07-04,stale,-1129,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
dc-streetcar-487,DC Streetcar,F,45.9,2026-07-04,stale,-1129,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
northwest-point,NorthWest POINT,F,45.9,2026-07-04,stale,-1815,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
schuyler-county-transit,Schuyler County Transit,F,45.9,2026-07-04,stale,-916,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
steel-valley-regional-transit-authority,Steel Valley Regional Transit Authority,F,45.9,2026-07-04,lapsed,-185,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
birmingham-jefferson-county-transit-authority-max,Birmingham Jefferson County Transit Authority (MAX),F,46.0,2026-07-04,stale,-2742,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
chatham-area-transit-cat-2080,Chatham Area Transit (CAT),F,46.0,2026-07-04,lapsed,-342,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
bent-county-transit,Bent County Transit,F,46.2,2026-07-04,stale,-1296,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
bent-county-transit-230,Bent County Transit,F,46.2,2026-07-04,stale,-1296,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
bwi-thurgood-marshall-airport-bwi-shuttle,BWI Thurgood Marshall Airport (BWI) Shuttle,F,46.2,2026-07-04,stale,-1281,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
merrimack-valley-regional-transit-authority-mvrta-445,Merrimack Valley Regional Transit Authority (MVRTA),F,46.2,2026-07-04,expiring_soon,2,yes,Service data expires in 2 day(s),Re-export with a validity window that reaches at least 60 days out.
valley-regional-transit,Valley Regional Transit,F,46.2,2026-07-04,lapsed,-278,yes,Service window shortened unexpectedly on 2026-07-04,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
pioneer-valley-transit-authority-pvta-2416,Pioneer Valley Transit Authority (PVTA),F,46.3,2026-07-04,current,56,yes,Score changed sharply on 2026-06-26,Review the rule documentation for 'equal_shape_distance_diff_coordinates' at https://gtfs-validator.mobilitydata.org/rules.html and check the flagged rows in your feed.
valley-metro,Valley Metro,F,46.3,2026-07-04,stale,-3837,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
valley-metro-1239,Valley Metro,F,46.3,2026-07-04,stale,-3837,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
bloom-tours,Bloom Tours,F,46.4,2026-07-04,stale,-3836,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
montebello-bus-lines,Montebello Bus Lines,F,46.4,2026-07-04,stale,-1829,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
montebello-bus-lines-577,Montebello Bus Lines,F,46.4,2026-07-04,stale,-1829,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
philomath-connection,Philomath Connection,F,46.4,2026-07-04,stale,-1555,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
philomath-connection-878,Philomath Connection,F,46.4,2026-07-04,stale,-1555,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
playa-vista-shuttle,Playa Vista Shuttle,F,46.4,2026-07-04,stale,-1652,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
playa-vista-shuttle-799,Playa Vista Shuttle,F,46.4,2026-07-04,stale,-1652,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
san-juan-capistrano-free-weekend-trolley,San Juan Capistrano Free Weekend Trolley,F,46.4,2026-07-04,stale,-1673,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
san-juan-capistrano-free-weekend-trolley-596,San Juan Capistrano Free Weekend Trolley,F,46.4,2026-07-04,stale,-1673,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
casco-bay-lines,Casco Bay Lines,F,46.6,2026-07-04,stale,-1398,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
clemson-area-transit-cat,Clemson Area Transit (CAT),F,46.6,2026-07-04,stale,-2395,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
clemson-area-transit-cat-798,Clemson Area Transit (CAT),F,46.6,2026-07-04,stale,-2395,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
alcatraz-cruises-hornblower-angel-island-tiburon-ferry-blue-gold-fleet,"Alcatraz Cruises - Hornblower, Angel Island Tiburon Ferry, Blue & Gold Fleet",F,46.7,2026-07-04,stale,-1738,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
alcatraz-cruises-hornblower-angel-island-tiburon-ferry-blue-gold-fleet-595,"Alcatraz Cruises - Hornblower, Angel Island Tiburon Ferry, Blue & Gold Fleet",F,46.7,2026-07-04,stale,-1738,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
bellflower-bus,Bellflower Bus,F,46.7,2026-07-04,stale,-550,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
breckenridge-free-ride,Breckenridge Free Ride,F,46.7,2026-07-04,lapsed,-83,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
breckenridge-free-ride-237,Breckenridge Free Ride,F,46.7,2026-07-04,lapsed,-83,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
capital-trailways,Capital Trailways,F,46.7,2026-07-04,stale,-678,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
escambia-county-area-transit-ecat,Escambia County Area Transit (ECAT),F,46.7,2026-07-04,stale,-1341,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
escambia-county-area-transit-ecat-335,Escambia County Area Transit (ECAT),F,46.7,2026-07-04,stale,-1341,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
get-around-town-express,Get Around Town Express,F,46.7,2026-07-04,stale,-550,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
huntsville-shuttle,Huntsville Shuttle,F,46.7,2026-07-04,stale,-1281,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
kayak-transit-ctuir,Kayak Transit (CTUIR),F,46.7,2026-07-04,stale,-369,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
kayak-transit-ctuir-272,Kayak Transit (CTUIR),F,46.7,2026-07-04,stale,-369,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
rosemead-explorer,Rosemead Explorer,F,46.7,2026-07-04,stale,-550,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
altamont-corridor-express,Altamont Corridor Express,F,46.8,2026-07-04,stale,-550,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
asheville-rides-transit,Asheville Rides Transit,F,46.8,2026-07-04,lapsed,-4,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
asheville-rides-transit-903,Asheville Rides Transit,F,46.8,2026-07-04,lapsed,-4,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
duarte-transit,Duarte Transit,F,46.8,2026-07-04,stale,-2376,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
duarte-transit-105,Duarte Transit,F,46.8,2026-07-04,stale,-2376,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
el-segundo-transportation-2210,El Segundo Transportation,F,46.8,2026-07-04,stale,-757,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
lynwood-trolley-breeze,Lynwood Trolley / Breeze,F,46.8,2026-07-04,stale,-550,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
north-carolina-state-university-ncsu,North Carolina State University (NCSU),F,46.8,2026-07-04,stale,-2195,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
north-carolina-state-university-ncsu-1289,North Carolina State University (NCSU),F,46.8,2026-07-04,stale,-2195,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
downeylink,DowneyLINK,F,46.9,2026-07-04,stale,-550,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
metro-transit-intercity-transit-city-of-seattle-community-transit-pierce-transit-sound-transit-washington-state-ferries-seattlecentermonorail-everett-transit-seattle-children-s-hospital,Puget Sound Consolidated GTFS,F,46.9,2026-07-04,current,55,yes,Service data expires in 55 day(s),Review the rule documentation for 'block_trips_with_overlapping_stop_times' at https://gtfs-validator.mobilitydata.org/rules.html and check the flagged rows in your feed.
pace-bus,Pace Bus,F,46.9,2026-07-04,stale,-826,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
cudahy-area-rapid-transit-2248,Cudahy Area Rapid Transit,F,47.1,2026-07-04,lapsed,-154,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
suntran,SunTran,F,47.2,2026-07-04,stale,-413,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
valley-transit-wi,Valley Transit (WI),F,47.3,2026-07-04,stale,-916,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
west-berkeley-shuttle,West Berkeley Shuttle,F,47.3,2026-07-04,stale,-1646,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
west-berkeley-shuttle-622,West Berkeley Shuttle,F,47.3,2026-07-04,stale,-1646,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
rogue-valley-transportation-district-rvtd,Rogue Valley Transportation District (RVTD),F,47.4,2026-07-04,lapsed,-111,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
rogue-valley-transportation-district-rvtd-122,Rogue Valley Transportation District (RVTD),F,47.4,2026-07-04,lapsed,-111,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
blue-star-bus,Blue Star Bus,F,47.5,2026-07-04,stale,-2741,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
blue-star-bus-256,Blue Star Bus,F,47.5,2026-07-04,stale,-2741,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
calabasas-transit-system,Calabasas Transit System,F,47.5,2026-07-04,stale,-1646,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
calabasas-transit-system-296,Calabasas Transit System,F,47.5,2026-07-04,stale,-1646,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
elevated-transit,Elevated Transit,F,47.5,2026-07-04,stale,-3320,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
guadalupe-flyer,Guadalupe Flyer,F,47.5,2026-07-04,lapsed,-349,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
guadalupe-flyer-617,Guadalupe Flyer,F,47.5,2026-07-04,lapsed,-349,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
yosemite-area-regional-transportation-system-yarts-2394,Yosemite Area Regional Transportation System (YARTS),F,47.5,2026-07-04,lapsed,-44,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
alhambra-community-transit,Alhambra Community Transit,F,47.6,2026-07-04,stale,-1646,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
alhambra-community-transit-211,Alhambra Community Transit,F,47.6,2026-07-04,stale,-1646,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
catalina-flyer,Catalina Flyer,F,47.6,2026-07-04,stale,-1646,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
catalina-flyer-300,Catalina Flyer,F,47.6,2026-07-04,stale,-1646,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
gainesville-regional-transit-system-2412,Gainesville Regional Transit System,F,47.6,2026-07-04,lapsed,-321,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
gowal,GoWal,F,47.6,2026-07-04,stale,-1068,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
greensboro-transit-authority-gta,Greensboro Transit Authority (GTA),F,47.6,2026-07-04,stale,-491,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
stanislaus-regional-transit-start,Stanislaus Regional Transit (StaRT),F,47.6,2026-07-04,stale,-2011,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
stanislaus-regional-transit-start-87,Stanislaus Regional Transit (StaRT),F,47.6,2026-07-04,stale,-2011,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
cue-bus,CUE Bus,F,47.9,2026-07-04,lapsed,-177,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
mountain-view-transportation-management-association-mvgo,Mountain View Transportation Management Association (MVgo),F,47.9,2026-07-04,stale,-916,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
mountain-view-transportation-management-association-mvgo-60,Mountain View Transportation Management Association (MVgo),F,47.9,2026-07-04,stale,-916,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
shore-line-east,Shore Line East,F,47.9,2026-07-04,stale,-550,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
chicago-water-taxi,Chicago Water Taxi,F,48.0,2026-07-04,lapsed,-111,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
morro-bay-transit-2059,Morro Bay Transit,F,48.0,2026-07-04,stale,-399,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
red-rose-transit-authority-rrta,Red Rose Transit Authority (RRTA),F,48.0,2026-07-04,stale,-1646,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
boulder-county,Boulder County,F,48.1,2026-07-04,stale,-1464,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
boulder-county-880,Boulder County,F,48.1,2026-07-04,stale,-1464,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
lower-columbia-cap-community-action-program,Lower Columbia CAP (Community Action Program),F,48.1,2026-07-04,lapsed,-359,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
lower-columbia-cap-community-action-program-568,Lower Columbia CAP (Community Action Program),F,48.1,2026-07-04,lapsed,-359,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
petaluma-transit,Petaluma Transit,F,48.1,2026-07-04,stale,-1100,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
petaluma-transit-72,Petaluma Transit,F,48.1,2026-07-04,stale,-1100,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
wave-transit-2026,UNCW Seahawk Shuttle,F,48.2,2026-07-04,stale,-422,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
cascades-east-transit-cet,Cascades East Transit (CET),F,48.4,2026-07-04,stale,-802,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
cascades-east-transit-cet-138,Cascades East Transit (CET),F,48.4,2026-07-04,stale,-802,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
citibus-2304,Citibus,F,48.4,2026-07-04,stale,-550,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
citrus-county-transit-2257,Citrus County Transit,F,48.4,2026-07-04,stale,-550,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
fairfield-and-suisun-transit-fast-transit,Fairfield and Suisun Transit (FAST Transit),F,48.4,2026-07-04,lapsed,-4,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
logan-express,Logan Express,F,48.4,2026-07-04,stale,-2010,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
logan-express-601,Logan Express,F,48.4,2026-07-04,stale,-2010,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
orange-county-transportation-authority-octa,Orange County Transportation Authority (OCTA),F,48.4,2026-07-04,current,35,yes,Service data expires in 35 day(s),Re-generate shape distances in your export; flag to your vendor if it persists.
coach-company,Coach Company,F,48.5,2026-07-04,stale,-1495,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
coach-company-436,Coach Company,F,48.5,2026-07-04,stale,-1495,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
go-west-shuttle,Go West Shuttle,F,48.5,2026-07-04,stale,-1645,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
go-west-shuttle-623,Go West Shuttle,F,48.5,2026-07-04,stale,-1645,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change."
